i002_start,i003_deviceid,i004_end,i005_today,i006_surveyor_name,i007_surveyor_id,i009_country,i011_prgrm,i016_subloc,i016a_subloc_other,i017_vil,i017a_vil_other,i101_wpt_name,i102_wpt_id,i102a_wpt_id_other,i105_disp_serial_number,i106_disp_barcode,i108_date_instaln,i109_disp_photo,i110_disp_passed_qlty_check,i107_accuracy,i107_altitude,i107_latitude,i107_longitude
"2014-02-20 14:30:17.024",355545053524901,"2014-02-20 14:40:18.824","2014-02-20 00:00:00","Moses kadenge",4333,1,LGR,Kulumbeni,,Changamwe,,"Newton simiyu spring",10260124,,1010708,1010708,"2014-02-20 00:00:00",,-999,4.0000000000,1395.0000000000,0.4805266721,34.6945457999
"2014-02-20 16:40:13.355",355545053524901,"2014-02-21 08:10:53.164","2014-02-20 00:00:00","Miriam Amaswache",4333,1,LGR,Kulumbeni,,Lumani,,"Lumani protected spring",-999,,1010648,1010648,"2014-02-20 00:00:00",,-999,4.0000000000,1434.0000000000,0.4855158823,34.7164652499
"2014-02-21 12:09:55.305",355545053525114,"2014-02-21 12:49:58.779","2014-02-21 00:00:00","Irene musavi",5835,1,LGR,Mahanga,,Mahanga_B,,"Benson wanyonyi tap",10260370,,1011055,1011055,"2014-02-21 00:00:00",,-999,4.0000000000,1586.0000000000,0.6403843037,34.8464721499
"2014-02-21 13:33:54.591",355545053525114,"2014-02-21 14:00:39.551","2014-02-21 00:00:00","Irene musavi",5835,1,LGR,Mahanga,,Mahanga_A,,"Omwami well",10260373,,1011089,1011089,"2014-02-21 00:00:00",,-999,4.0000000000,1573.0000000000,0.6420600894,34.8439895985
"2014-02-21 13:50:57.978",355545053524901,"2014-02-22 08:48:58.518","2014-02-21 00:00:00","Miriam Amaswache",5837,1,LGR,Mahanga,,Lunywenywe_A,,"Wangusi well",10260380,,1010304,1010304,"2014-02-21 00:00:00",,-999,4.0000000000,1559.0000000000,0.6168584477,34.8369966787
"2014-02-22 12:16:08.906",353768053679317,"2014-02-22 12:29:19.166","2014-02-22 00:00:00","Moses  kadenge",4333,1,LGR,Lwandeti,,Chamavele,,Joseph,10260420,,1009295,1009295,"2014-02-22 00:00:00",,-999,8.0000000000,1492.0000000000,0.5919170342,34.8139496273
"2014-02-22 13:01:03.69",355545051758212,"2014-02-22 14:45:00.293","2014-02-22 00:00:00","Naomi Okato",3242,1,LGR,Lwandeti,,Maliki,,"Jacob Munialo borehole",10260412,,1010656,-999,"2014-02-22 00:00:00",,-999,4.0000000000,1541.0000000000,0.6049563781,34.8224178187
"2014-02-20 12:31:01.686",355545051758212,"2014-02-20 17:54:35.834","2014-02-20 00:00:00","Naomi Okato",3242,1,LGR,Kulumbeni,,Makhwabuye,,"Lumbasi spring",10260101,,1011043,1011043,"2014-02-20 00:00:00",,-999,4.0000000000,1389.0000000000,0.4866350091,34.6906263015
"2014-02-21 11:30:44.905",355545051758212,"2014-02-21 16:33:13.827","2014-02-21 00:00:00","Naomi Okato",3242,1,LGR,Mahanga,,Mahanga_B,,"Sisungo Natembea well",10260369,,1010643,1010643,"2014-02-21 00:00:00",,-999,4.0000000000,1602.0000000000,0.6388272734,34.8483868052
"2014-02-21 14:05:53.25",355545051758212,"2014-02-21 16:34:16.844","2014-02-21 00:00:00","Naomi Okato",3242,1,LGR,Mahanga,,Mahanga_A,,"Kanyanya spring",10260372,,1011012,1011012,"2014-02-21 00:00:00",,-999,4.0000000000,1547.0000000000,0.6440874345,34.8394273581
"2014-02-21 13:46:19.355",355545053525247,"2014-02-21 17:58:09.913","2014-02-21 00:00:00","Festus akalongo",4742,1,LGR,Mahanga,,Malakha,,"Wafula kiosk",10260368,,1009268,1009268,"2014-02-21 00:00:00",,-999,4.0000000000,1581.0000000000,0.6356112164,34.8476093586
"2014-02-21 15:52:46.154",355545053525247,"2014-02-21 16:16:10.753","2014-02-21 00:00:00","Festus Akalongo",4742,1,LGR,Mahanga,,Sango,,"Simanya protected spring",10260361,,1010829,1010829,"2014-02-21 00:00:00",,-999,12.0000000000,1646.0000000000,0.6386904365,34.8365067501
"2014-02-21 13:57:02.496",355545053525080,"2014-02-21 18:37:56.292","2014-02-21 00:00:00","Sakina  Evelyne",5838,1,LGR,Mahanga,,Lunywenywe_A,,"Rasoah mafunga well",10260381,,1010742,1010742,"2014-02-21 00:00:00",,-999,4.0000000000,1577.0000000000,0.6191931743,34.8388066954
"2014-02-21 15:13:33.347",355545053525080,"2014-02-21 18:45:45.408","2014-02-21 00:00:00","Sakina  Evelyne",5838,1,LGR,Mahanga,,Lunywenywe_A,,"Majengo well",10260382,,1011056,1011056,"2014-02-21 00:00:00",,-999,4.0000000000,1566.0000000000,0.6208547277,34.8384085648
"2014-02-21 11:51:07.431",353768053679317,"2014-02-21 12:07:57.1","2014-02-21 00:00:00","Moses kadenge",4333,1,LGR,Mahanga,,Chetambe,,"Chetambe water kiosk",10260388,,1011008,1011008,"2014-02-21 00:00:00",,-999,4.0000000000,1614.0000000000,0.6375670904,34.8520128738
"2014-02-21 12:56:52.646",353768053679317,"2014-02-21 13:00:45.92","2014-02-21 00:00:00","Moses  kadenge",4333,1,LGR,Mahanga,,Chetambe,,Mayoyo,10260392,,1010635,1010635,"2014-02-21 00:00:00",,-999,6.0000000000,1565.0000000000,0.6281777485,34.8564214986
"2014-02-21 13:15:36.936",353768053679317,"2014-02-21 13:20:04.588","2014-02-21 00:00:00","Moses  kadenge",4333,1,LGR,Mahanga,,Chetambe,,"Milimani  water kiosk",10260390,,1009246,1009246,"2014-02-21 00:00:00",,-999,4.0000000000,1614.0000000000,0.6333461404,34.8601197802
"2014-02-21 13:20:28.431",353768053679317,"2014-02-21 13:26:15.41","2014-02-21 00:00:00","Moses  kadenge",4333,1,LGR,Mahanga,,Chetambe,,Samuel,10260389,,1010760,1010760,"2014-02-21 00:00:00",,-999,4.0000000000,1610.0000000000,0.6372055284,34.8552547591
"2014-02-21 13:38:20.574",353768053679317,"2014-02-21 13:42:53.329","2014-02-21 00:00:00","Moses  kadenge",4333,1,LGR,Mahanga,,Khanyiririsi,,Mahanga,10260387,,1009285,1009285,"2014-02-21 00:00:00",,-999,4.0000000000,1577.0000000000,0.6340022165,34.8520952803
"2014-02-21 13:45:25.612",353768053679317,"2014-02-21 13:52:54.597","2014-02-21 00:00:00","Moses  kadenge",4333,1,LGR,Mahanga,,Khanyiririsi,,"Patrick wangusi",10260385,,1010787,1010787,"2014-02-21 00:00:00",,-999,8.0000000000,1556.0000000000,0.6317422493,34.8551006838
"2014-02-21 13:54:14.884",353768053679317,"2014-02-21 14:02:28.362","2014-02-21 00:00:00","Moses  kadenge",4333,1,LGR,Mahanga,,Khanyiririsi,,Joseph,10260386,,1010315,1010315,"2014-02-21 00:00:00",,-999,4.0000000000,1543.0000000000,0.6296598204,34.8507308665
"2014-02-21 15:21:40.273",353768053679317,"2014-02-21 15:51:12.653","2014-02-21 00:00:00","Moses kadenge",4333,1,LGR,Mahanga,,Maramu_B,,"Maramu unp",10260364,,1010368,1010368,"2014-02-21 00:00:00",,-999,1.0000000000,25.0000000000,0.6273751271,34.8539064963
"2014-02-21 16:00:07.509",353768053679317,"2014-02-21 16:36:07.96","2014-02-21 00:00:00","Moses kadenge",4333,1,LGR,Mahanga,,Maramu_B,,"Isaac  Dug well",10260365,,1010326,1010326,"2014-02-21 00:00:00",,-999,4.0000000000,1574.0000000000,0.6254006810,34.8518150863
"2014-02-21 15:06:15.891",355545053525114,"2014-02-21 16:31:08.577","2014-02-21 00:00:00","Irene musavi",5835,1,LGR,Mahanga,,Mahanga_A,,"Mahanga spring",10260371,,1009209,1009209,"2014-02-21 00:00:00",,-999,4.0000000000,1561.0000000000,0.6436394551,34.8422028650
"2014-02-21 14:54:27.356",355545053524901,"2014-02-22 08:47:51.469","2014-02-21 00:00:00","Miriam Amaswache",5837,1,LGR,Mahanga,,Lunywenywe_A,,"Kilo zakayo well",10260379,,1010640,1010640,"2014-02-21 00:00:00",,-999,4.0000000000,1542.0000000000,0.6194135978,34.8325997479
"2014-02-22 10:24:41.216",353768053679317,"2014-02-22 11:09:28.611","2014-02-22 00:00:00","Moses  kadenge",4333,1,LGR,Lwandeti,,Chamavele,,"Munialo  Wasike",10260421,,1010378,1010378,"2014-02-22 00:00:00",,-999,4.0000000000,1472.0000000000,0.5870599336,34.8127660634
"2014-02-22 13:25:05.277",353768053679317,"2014-02-22 13:44:06.706","2014-02-22 00:00:00","Moses  kadenge",4333,1,LGR,Lwandeti,,Chamavele,,"Wabomba Mikisi",10260419,,1010359,1010359,"2014-02-22 00:00:00",,-999,3.0000000000,441.0000000000,0.5895479215,34.8205179658
"2014-02-22 14:46:46.692",353768053679317,"2014-02-22 14:56:04.434","2014-02-22 00:00:00","Moses  kadenge",4333,1,LGR,Lwandeti,,Chamavele,,"Wachifusi chindia",10260422,,1011091,1011091,"2014-02-22 00:00:00",,-999,4.0000000000,1524.0000000000,0.5854419288,34.8182335377
"2014-02-22 10:35:38.625",355545051758212,"2014-02-22 11:52:48.887","2014-02-22 00:00:00","Naomi Okato",3242,1,LGR,Lwandeti,,Mutenyo_B,,"Everline Chemuyi well",10260403,,1009282,1009282,"2014-02-22 00:00:00",,-999,3.0000000000,98.0000000000,0.6033005689,34.8346449440
"2014-02-22 12:51:32.051",355545051758212,"2014-02-22 13:21:54.179","2014-02-22 00:00:00","Naomi Okato",3242,1,LGR,Lwandeti,,Maliki,,"Victor Lubwa spring",10260410,,1010692,1010692,"2014-02-22 00:00:00",,-999,4.0000000000,1522.0000000000,0.6018029295,34.8219594815
"2014-02-22 10:31:48.811",355545053525247,"2014-02-22 16:56:33.673","2014-02-22 00:00:00","Festus akalongo",4742,1,LGR,Lwandeti,,Nabalayo,,"Jotham well",10260134,,1010750,1010750,"2014-02-22 00:00:00",,-999,4.0000000000,1505.0000000000,0.5961724910,34.8196808552
"2014-02-22 12:57:06.455",355545053525247,"2014-02-22 16:57:21.812","2014-02-22 00:00:00","Festus akalongo",4742,1,LGR,Lwandeti,,Nabalayo,,"Joseph munialo well",10260401,,1010619,1010619,"2014-02-22 00:00:00",,-999,4.0000000000,1509.0000000000,0.5929893132,34.8231745460
"2014-02-22 13:00:01.447",355545053525247,"2014-02-22 16:57:55.399","2014-02-22 00:00:00","Festus Akalongo",4742,1,LGR,Lwandeti,,Nabalayo,,"Juma recha well",10260402,,1011088,1011088,"2014-02-22 00:00:00",,-999,-999,-999,-999,-999
"2014-02-22 13:50:05.338",355545053525247,"2014-02-22 16:58:57.368","2014-02-22 00:00:00","Festus akalongo",4742,1,LGR,Lwandeti,,Nabalayo,,"Musa makhakha spring",10260400,,1011051,1011051,"2014-02-22 00:00:00",,-999,4.0000000000,1537.0000000000,0.5988772568,34.8250540109
"2014-02-22 15:50:00.852",355545053525247,"2014-02-22 16:59:46.396","2014-02-22 00:00:00","Festus Akalongo",4742,1,LGR,Lwandeti,,Mutenyo_A,,"Phemina nyongesa spring",10260407,,1011007,1011007,"2014-02-22 00:00:00",,-999,4.0000000000,1516.0000000000,0.5977283454,34.8379574643
"2014-02-22 16:17:35.621",353768053679317,"2014-02-22 16:34:57.279","2014-02-22 00:00:00","Moses  kadenge",4333,1,LGR,Lwandeti,,Chamavele,,Chamavere,10260418,,1010365,1010365,"2014-02-22 00:00:00",,-999,4.0000000000,1523.0000000000,0.5864628353,34.8221535404
"2014-02-22 17:08:14.057",353768053679317,"2014-02-22 17:36:52.679","2014-02-22 00:00:00","Moses  kadenge",4333,1,LGR,Lwandeti,,Chamavele,,"Nangabo jackton",10260417,,1011054,1011054,"2014-02-22 00:00:00",,-999,4.0000000000,1530.0000000000,0.5820652818,34.8227211476
"2014-02-22 11:56:11.647",355545053525080,"2014-02-22 17:17:17.31","2014-02-22 00:00:00","Sakina Evelyne",5838,1,LGR,Lwandeti,,Kwambu_A,,"Joseph  Biketi shallow well",10260150,,1009283,1009283,"2014-02-22 00:00:00",,-999,4.0000000000,1540.0000000000,0.5871409296,34.8341933439
"2014-02-22 13:43:52.981",355545053525080,"2014-02-22 17:15:40.649","2014-02-22 00:00:00","Sakina Evelyne",5838,1,LGR,Lwandeti,,Kwambu_A,,"Khisa spring",10260154,,1011058,1011058,"2014-02-22 00:00:00",,-999,4.0000000000,1572.0000000000,0.5825213651,34.8313584132
"2014-02-22 14:54:57.536",355545053525080,"2014-02-22 17:16:21.733","2014-02-22 00:00:00","Sakina Evelyne",5838,1,LGR,Lwandeti,,Kwambu_B,,"Joseph spring",10260146,,1010660,1010660,"2014-02-22 00:00:00",,-999,4.0000000000,1566.0000000000,0.5798729215,34.8293505887
"2014-02-22 10:46:13.25",355545053525080,"2014-02-22 19:14:38.134","2014-02-22 00:00:00","Sakina Evelyne",5838,1,LGR,Lwandeti,,Kwambu_A,,"Moses shallow well",10260149,,1011042,1011042,"2014-02-22 00:00:00",,-999,1.0000000000,17.0000000000,0.5853365092,34.8336929364
"2014-02-22 12:48:24.295",355545053525080,"2014-02-22 19:15:27.817","2014-02-22 00:00:00","Sakina Evelyne",5838,1,LGR,Lwandeti,,Kwambu_A,,"Wanyonyi shallow well",10260151,,1010843,1010843,"2014-02-22 00:00:00",,-999,4.0000000000,1554.0000000000,0.5836696317,34.8321069508
"2014-02-22 12:23:09.33",355545053525114,"2014-02-22 12:53:02.597","2014-02-22 00:00:00","Musavi irene",5835,1,LGR,Lwandeti,,Kwambu_A,,"Kisembe spring",10260153,,1009228,1009228,"2014-02-22 00:00:00",,-999,4.0000000000,1515.0000000000,0.5887093240,34.8362449153
"2014-02-22 13:32:32.408",355545053525114,"2014-02-22 13:56:38.497","2014-02-22 00:00:00","Irene musavi",5835,1,LGR,Lwandeti,,Kwambu_A,,"Barasa karandini spring",10260152,,1011030,1011030,"2014-02-22 00:00:00",,-999,4.0000000000,1512.0000000000,0.5873035297,34.8380366955
"2014-02-22 15:38:02.237",355545053525114,"2014-02-22 15:54:11.028","2014-02-22 00:00:00","Irene musavi",5835,1,LGR,Lwandeti,,Kwambu_B,,"Jairus spring",10260147,,1010626,1010626,"2014-02-22 00:00:00",,-999,4.0000000000,1574.0000000000,0.5765360181,34.8339718432
"2014-02-22 10:46:27.667",355545053524901,"2014-02-22 11:22:25.039","2014-02-22 00:00:00","Miriam Amaswache",5837,1,LGR,Lwandeti,,Mutenyo_B,,"Wycliff wambia well",10260404,,1010771,1010771,"2014-02-22 00:00:00",,-999,4.0000000000,1547.0000000000,0.5963518659,34.8343010362
"2014-02-22 11:26:03.58",355545053524901,"2014-02-22 11:59:06.395","2014-02-22 00:00:00","Miriam Amaswache",5837,1,LGR,Lwandeti,,Mutenyo_B,,"Solomon muganda well",10260405,,1011001,1011001,"2014-02-22 00:00:00",,-999,4.0000000000,1537.0000000000,0.5946640926,34.8320837719
"2014-02-22 14:26:52.057",355545053524901,"2014-02-22 16:44:39.881","2014-02-22 00:00:00","Miriam Amaswache",5837,1,LGR,Lwandeti,,Maliki,,"Wepukhulu pepela protected spring",10260411,,1010348,1010348,"2014-02-22 00:00:00",,-999,4.0000000000,1553.0000000000,0.6001815863,34.8285763913
"2014-02-24 16:25:21.666",353768053679317,"2014-02-24 16:29:36.531","2014-02-24 00:00:00","Moses  kadenge",4333,1,LGR,Kulumbeni,,Sitabita_A,,"Lumbasi well",10260069,,1009270,1009270,"2014-02-24 00:00:00",,-999,4.0000000000,1479.0000000000,0.5027007001,34.7536524749
"2014-02-24 16:09:51.823",353768053679317,"2014-02-24 16:23:13.746","2014-02-24 00:00:00","Moses  kadenge",4333,1,LGR,Kulumbeni,,Mtonyi,,"Caleb Daraja well",10260099,,1011050,1011050,"2014-02-24 00:00:00",,-999,4.0000000000,1475.0000000000,0.5023303887,34.7501804600
"2014-02-24 15:27:25.827",353768053679317,"2014-02-24 15:36:23.236","2014-02-24 00:00:00","Moses  kadenge",4333,1,LGR,Kulumbeni,,Sitabita_B,,"Yohana  protected spring",-999,,1010307,1010307,"2014-02-24 00:00:00",,-999,4.0000000000,1453.0000000000,0.4991975873,34.7491093718
"2014-02-24 10:49:27.065",353768053678723,"2014-02-24 11:26:17.181","2014-02-24 00:00:00","Oliver cheloti",4335,1,LGR,Lwandeti,,Milimani_Lwandeti,,"Beka well",10260408,,1011039,1011039,"2014-02-24 00:00:00",,-999,3.0000000000,133.0000000000,0.5784086911,34.8221817488
"2014-02-24 11:44:39.039",353768053678723,"2014-02-24 11:50:35.951","2014-02-24 00:00:00","Oliver cheloti",4335,1,LGR,Lwandeti,,Milimani_Lwandeti,,"St mukasa",10260135,,1011009,-999,"2014-02-24 00:00:00",,-999,8.0000000000,1572.0000000000,0.5777520253,34.8208970424
"2014-02-24 11:58:55.99",353768053678723,"2014-02-24 12:31:13.942","2014-02-24 00:00:00","Oliver cheloti",4335,1,LGR,Lwandeti,,Milimani_Lwandeti,,Wakhonya,10260136,,1009227,1009227,"2014-02-24 00:00:00",,1,8.0000000000,1581.0000000000,0.5759351774,34.8241876071
"2014-02-24 12:53:28.39",353768053678723,"2014-02-24 14:16:29.175","2014-02-24 00:00:00","Oliver cheloti",4335,1,LGR,Lwandeti,,Kaburerei,,"Kaburerei spring",10260416,,1010795,1010795,"2014-02-24 00:00:00",,-999,6.0000000000,1505.0000000000,0.5903646761,34.8267274365
"2014-02-24 14:26:37.893",353768053678723,"2014-02-24 14:32:51.003","2014-02-24 00:00:00","Oliver cheloti",4335,1,LGR,Lwandeti,,Kaburerei,,"Chamavele spring",10260415,,1010662,-999,"2014-02-24 00:00:00",,-999,9.0000000000,1510.0000000000,0.5892156692,34.8251647820
"2014-02-24 14:36:45.627",353768053678723,"2014-02-24 15:11:27.538","2014-02-24 00:00:00","Oliver cheloti",4335,1,LGR,Lwandeti,,Kaburerei,,"Kaburerei stream",10260413,,1010317,1010317,"2014-02-24 00:00:00",,-999,4.0000000000,1502.0000000000,0.5898447973,34.8230396195
"2014-02-24 16:11:54.703",353768053678723,"2014-02-24 16:51:09.829","2014-02-24 00:00:00","Oliver cheloti",4335,1,LGR,Lwandeti,,Nzoia_Lwandeti,,"Festo spring",10260395,,1010700,1010700,"2014-02-24 00:00:00",,-999,8.0000000000,1583.0000000000,0.6099717217,34.8146481045
"2014-02-24 10:28:28.917",353768053613399,"2014-02-24 20:53:59.911","2014-02-24 00:00:00",Haggai,1337,1,LGR,Mabuye,,Mawa_Mabuye,,"Mawa protected spring",10260032,,1010746,1010746,"2014-02-24 00:00:00",,-999,-999,-999,-999,-999
"2014-02-24 17:05:28.513",353768053678723,"2014-02-24 17:10:39.563","2014-02-24 00:00:00","Oliver cheloti",4335,1,LGR,Lwandeti,,Nzoia_Lwandeti,,"Saisi spring",10260394,,1011023,-999,"2014-02-24 00:00:00",,-999,8.0000000000,1517.0000000000,0.6119793720,34.8188368318
"2014-02-24 17:32:00.991",353768053678723,"2014-02-24 18:00:45.871","2014-02-24 00:00:00","Oliver cheloti",4335,1,LGR,Lwandeti,,Nzoia_Lwandeti,,"Makhino spring",10260393,,1010709,1010709,"2014-02-24 00:00:00",,-999,4.0000000000,1547.0000000000,0.6071125333,34.8276328135
"2014-02-24 11:22:04.059",353768053613399,"2014-02-24 20:58:11.33","2014-02-24 00:00:00",Haggai,1337,1,LGR,Mabuye,,Mawa_Mabuye,,"Selina Khwatenge kiosk",10260035,,1010770,1010770,"2014-02-24 00:00:00",,-999,-999,-999,-999,-999
"2014-02-24 11:51:18.111",353768053613399,"2014-02-24 21:06:32.981","2014-02-24 00:00:00",Haggai,1337,1,LGR,Mabuye,,Mawa_Mabuye,,"Maikuma protected stream",10260033,,1010830,1010830,"2014-02-24 00:00:00",,-999,-999,-999,-999,-999
"2014-02-24 12:39:13.301",353768053613399,"2014-02-24 21:08:16.12","2014-02-24 00:00:00",Haggai,1337,1,LGR,Mabuye,,Mawa_Mabuye,,"Wambulwa Namunyu well",10260034,,1010616,1010616,"2014-02-24 00:00:00",,-999,-999,-999,-999,-999
"2014-02-24 13:06:25.495",353768053613399,"2014-02-24 21:10:13.336","2014-02-24 00:00:00",Haggai,1337,1,LGR,Mabuye,,Mabuye_Mabuye,,"Netty Wakamu well",-999,,1010314,1010314,"2014-02-24 00:00:00",,-999,-999,-999,-999,-999
"2014-02-24 13:52:47.661",353768053613399,"2014-02-24 21:11:14.715","2014-02-24 00:00:00",Haggai,1337,1,LGR,Mabuye,,Mabuye_Mabuye,,"Samson Kapchonge well",-999,,1011020,1011020,"2014-02-24 00:00:00",,-999,-999,-999,-999,-999
"2014-02-24 15:42:42.286",353768053613399,"2014-02-24 21:17:13.428","2014-02-24 00:00:00",Haggai,1337,1,LGR,Mabuye,,Lwandeti_C,,"Chivila protected spring",10260036,,1011006,1011006,"2014-02-24 00:00:00",,-999,-999,-999,-999,-999
"2014-02-24 16:28:28.713",353768053613399,"2014-02-24 21:14:18.155","2014-02-24 00:00:00",Haggai,1337,1,LGR,Mabuye,,Lwandeti_C,,"Karanga Unprotected spring",10260037,,1010874,1010874,"2014-02-24 00:00:00",,-999,-999,-999,-999,-999
"2014-02-24 16:42:16.564",353768053613399,"2014-02-24 21:16:44.975","2014-02-24 00:00:00",Haggai,1337,1,LGR,Mabuye,,Lwandeti_C,,"Nakhanyami unoprotected spring",10260038,,1010784,1010784,"2014-02-24 00:00:00",,-999,-999,-999,-999,-999
"2014-03-03 13:39:03.248",359078052021329,"2014-03-03 13:47:09.894","2014-03-03 00:00:00","peter wafula",4334,1,LGR,Kiliboti,,Sango_Kiliboti,,"lyambila. wambulwa",10260274,,1009299,-999,"2014-03-03 00:00:00",,-999,-999,-999,-999,-999
"2014-03-03 13:54:22.884",359078052021329,"2014-03-03 13:56:12.717","2014-03-03 00:00:00","peter wafula",4334,1,LGR,Kiliboti,,Sango_Kiliboti,,"khalakai spring",10260276,,1009249,-999,"2014-03-03 00:00:00",,-999,-999,-999,-999,-999
"2014-03-03 14:59:42.728",359078052021329,"2014-03-03 15:02:27.902","2014-03-03 00:00:00","peter wafula",4334,1,LGR,Kiliboti,,Sango_Kiliboti,,Munyepe,10260275,,1010372,-999,"2014-03-03 00:00:00",,1,-999,-999,-999,-999
"2014-03-03 15:19:59.481",359078052021329,"2014-03-03 15:21:28.147","2014-03-03 00:00:00","peter wafula",4334,1,LGR,Kiliboti,,Sango_Kiliboti,,"wanyama spring",10260277,,1010390,-999,"2014-03-03 00:00:00",,-999,-999,-999,-999,-999
"2014-03-03 16:21:22.801",359078052021329,"2014-03-03 16:39:15.683","2014-03-03 00:00:00","peter wafula",4334,1,LGR,Kiliboti,,Sambaka,,"john major spring",10260278,,1010790,-999,"2014-03-03 00:00:00",,-999,-999,-999,-999,-999
"2014-03-04 12:26:06.807",359078052021329,"2014-03-04 12:46:46.121","2014-03-04 00:00:00","peter wafula",4334,1,LGR,Kiliboti,,Sihilila,,"khwatenge spring",10260270,,1009277,-999,"2014-03-04 00:00:00",,-999,-999,-999,-999,-999
"2014-03-04 12:56:03.955",359078052021329,"2014-03-04 12:57:49.789","2014-03-04 00:00:00","peter wafula",4334,1,LGR,Kiliboti,,Sihilila,,"wanyonyi spring",10260269,,1009417,-999,"2014-03-04 00:00:00",,-999,-999,-999,-999,-999
"2014-03-04 13:38:48.609",359078052021329,"2014-03-04 14:12:45.576","2014-03-04 00:00:00","Peter wafula",4334,1,LGR,Kiliboti,,Sikulu_Kiliboti,,"Wamchwa mukhiti",10260268,,1010629,-999,"2014-03-04 00:00:00",,-999,-999,-999,-999,-999
"2014-03-04 14:41:29.861",359078052021329,"2014-03-04 14:43:29.557","2014-03-04 00:00:00","Peter wafula",4334,1,LGR,Kiliboti,,Sihilila,,"Makatini spring",10260271,,1010350,-999,"2014-03-04 00:00:00",,-999,-999,-999,-999,-999
"2014-03-04 15:23:28.641",359078052021329,"2014-03-04 15:25:49.296","2014-03-04 00:00:00","Peter wafula",4334,1,LGR,Kiliboti,,Sikulu_Kiliboti,,Wangusi,10260267,,1010528,-999,"2014-03-04 00:00:00",,-999,-999,-999,-999,-999
"2014-02-26 04:17:15.359",353768053679317,"2014-02-26 04:19:25.501","2014-02-26 00:00:00","Moses  kadenge",4333,1,LGR,Kulumbeni,,Sitabita_A,,"Boaz Agnes Protected borehole",10260070,,1010664,-999,"2014-02-24 00:00:00",,-999,-999,-999,-999,-999
